"No","Buyer","PO.Buyer","Style","Qty","End-Sewing.Date","Ex-Fact.Date","Week11-6","Week27-13","Week314-20","Week421-27","Week528-30","Week631-31","Total","FOB","Week","Amount","SO No","WO No","Branch","Factory","Tarikan","Source","Cost.Type"
"399","KANMO RETAIL GROUP","","MOTHER CARE, HD551","400.00","2024-05-25","2024-05-06","400.00","0","0","0","0","0","400","3.06","W1","1224","23001194","181682","1205","CVA","","Schedule","FOB"
"400","KANMO RETAIL GROUP","","MOTHER CARE, HD618","1350.00","2024-05-30","2024-05-06","1350.00","0","0","0","0","0","1350","9.35","W1","4207.5","23001198","181686","1205","CVA","","Schedule","FOB"
"401","KANMO RETAIL GROUP","","MOTHER CARE, HD629","1200.00","2024-06-03","2024-05-06","1200.00","0","0","0","0","0","1200","9.52","W1","3808","23001199","181687","1205","CVA","","Schedule","FOB"
"402","KANMO RETAIL GROUP","","MOTHER CARE, HD605","1500.00","2024-06-06","2024-05-06","1500.00","0","0","0","0","0","1500","9.52","W1","4760","23001200","181688","1205","CVA","","Schedule","FOB"
"403","KANMO RETAIL GROUP","","MOTHER CARE, HD591","1500.00","2024-06-11","2024-05-06","1500.00","0","0","0","0","0","1500","8.26","W1","4130","23001201","181689","1205","CVA","","Schedule","FOB"
"404","KANMO RETAIL GROUP","","MOTHER CARE, HD597","500.00","2024-06-12","2024-05-06","500.00","0","0","0","0","0","500","2.90","W1","1450","23001202","181690","1205","CVA","","Schedule","FOB"
"405","KANMO RETAIL GROUP","","MOTHER CARE, HC659","1200.00","2024-06-14","2024-05-06","1200.00","0","0","0","0","0","1200","7.10","W1","2840","23001170","181693","1205","CVA","","Schedule","FOB"
"406","KANMO RETAIL GROUP","","MOTHER CARE, HC927","1200.00","2024-04-16","2024-05-06","1200.00","0","0","0","0","0","1200","7.74","W1","3096","23001172","181695","1205","CVA","","Schedule","FOB"
"407","KANMO RETAIL GROUP","","MOTHER CARE, HC927","1200.00","2024-04-06","2024-05-06","1200.00","0","0","0","0","0","1200","7.74","W1","3096","23001172","181695","1205","CVA","","Schedule","FOB"
"408","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH54145N","4000.00","2024-03-25","2024-05-07","0","4000.00","0","0","0","0","4000","1.00","W2","4000","23001619","181863","1201","CVA","","Schedule","FOB"
"409","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH54145N","4000.00","2024-03-22","2024-05-07","0","4000.00","0","0","0","0","4000","1.00","W2","4000","23001619","181863","1201","CVA","","Schedule","FOB"
"410","","","RS MITRA KELUARGA","273.00","2024-04-24","2024-05-07","0","273.00","0","0","0","0","273","0","W2","0","","182333","1205","CHW","","Schedule",""
"411","","","RS MITRA KELUARGA","273.00","2024-05-06","2024-05-07","0","273.00","0","0","0","0","273","0","W2","0","","182334","1205","CHW","","Schedule",""
"412","RS MITRA KELUARGA","","RS MITRA KELUARGA","133.00","2024-04-24","2024-05-07","0","133.00","0","0","0","0","133","8.01","W2","1065.33","24001021","182327","1205","CHW","","Schedule","FOB"
"413","RS MITRA KELUARGA","","RS MITRA KELUARGA","133.00","2024-05-08","2024-05-07","0","133.00","0","0","0","0","133","7.37","W2","980.21","24001022","182328","1205","CHW","","Schedule","FOB"
"414","RS MITRA KELUARGA","","RS MITRA KELUARGA","101.00","2024-04-29","2024-05-07","0","101.00","0","0","0","0","101","8.01","W2","809.01","24001025","182331","1205","CHW","","Schedule","FOB"
"415","RS MITRA KELUARGA","","RS MITRA KELUARGA","101.00","2024-05-08","2024-05-07","0","101.00","0","0","0","0","101","7.37","W2","744.37","24001026","182332","1205","CHW","","Schedule","FOB"
"416","RS MITRA KELUARGA","","RS MITRA KELUARGA","51.00","2024-04-29","2024-05-07","0","51.00","0","0","0","0","51","7.69","W2","392.19","24001029","182335","1205","CHW","","Schedule","FOB"
"417","RS MITRA KELUARGA","","RS MITRA KELUARGA","51.00","2024-05-08","2024-05-07","0","51.00","0","0","0","0","51","8.97","W2","457.47","24001030","182336","1205","CHW","","Schedule","FOB"
"418","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH54145N","6000.00","2024-04-22","2024-05-07","0","6000.00","0","0","0","0","6000","1.00","W2","6000","23001619","181863","1201","CVA2","","Schedule","FOB"
"419","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH54145N","6000.00","2024-04-22","2024-05-07","0","6000.00","0","0","0","0","6000","1.00","W2","6000","23001619","181863","1201","CVA2","","Schedule","FOB"
"420","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH54145N","5000.00","2024-03-23","2024-05-07","0","5000.00","0","0","0","0","5000","1.00","W2","5000","23001619","181863","1201","CVA","","Schedule","FOB"
"421","MARUBENI FASHION LINK LTD.","","NISHIMATSUYA, EC24AH54145N","5000.00","2024-04-05","2024-05-07","0","5000.00","0","0","0","0","5000","1.00","W2","5000","23001619","181863","1201","CVA","","Schedule","FOB"
"422","GAJAH TUNGGAL","43013","","438.00","2024-05-15","2024-05-07","0","438.00","0","0","0","0","438","6.04","W2","2645.52","24001064","24001064","1205","PRI","","Schedule","FOB"
"423","GAJAH TUNGGAL","5274","","642.00","2024-05-13","2024-05-07","0","642.00","0","0","0","0","642","6.04","W2","3877.68","24001065","24001065","1205","PRI","","Schedule","FOB"
"424","GAJAH TUNGGAL","43013","","438.00","2024-05-27","2024-05-07","0","438.00","0","0","0","0","438","6.04","W2","2645.52","24001066","24001066","1205","PRI","","Schedule","FOB"
"425","GAJAH TUNGGAL","5274","","642.00","2024-04-30","2024-05-07","0","642.00","0","0","0","0","642","6.04","W2","3877.68","24001063","24001063","1205","PRI","","Schedule","FOB"
"426","AGRON, INC.","147154","ADIDAS BRF, 5155037","8694.00","2024-05-02","2024-05-10","0","8694.00","0","0","0","0","8694","5.11","W2","14808.78","23002470","181952","1204","MJ2","","Schedule","FOB"
"427","AGRON, INC.","147154","ADIDAS BRF, 5155037","8694.00","2024-05-02","2024-05-10","0","8694.00","0","0","0","0","8694","5.11","W2","14808.78","23002470","181952","1204","MJ2","","Schedule","FOB"
"428","AGRON, INC.","147154","ADIDAS BRF, 5151821","15444.00","2024-05-17","2024-05-10","0","15444.00","0","0","0","0","15444","5.57","W2","28674.36","23002471","181953","1204","MJ2","","Schedule","FOB"
"429","AGRON, INC.","147154","ADIDAS BRF, 5151821","15444.00","2024-05-20","2024-05-10","0","15444.00","0","0","0","0","15444","5.57","W2","28674.36","23002471","181953","1204","MJ2","","Schedule","FOB"
"430","AGRON, INC.","147154","ADIDAS BRF, 5151821XXL","1890.00","2024-05-21","2024-05-10","0","1890.00","0","0","0","0","1890","5.98","W2","3767.4","23002472","181954","1204","MJ2","","Schedule","FOB"
"431","AGRON, INC.","147154","ADIDAS BRF, 5151821XXL","1890.00","2024-05-20","2024-05-10","0","1890.00","0","0","0","0","1890","5.98","W2","3767.4","23002472","181954","1204","MJ2","","Schedule","FOB"
"432","AGRON, INC.","147154","ADIDAS BRF, 5151821","15444.00","2024-05-17","2024-05-10","0","15444.00","0","0","0","0","15444","5.57","W2","28674.36","23002471","181953","1204","MJ2","","Schedule","FOB"
"433","AGRON, INC.","147154","ADIDAS BRF, 5151821","15444.00","2024-05-17","2024-05-10","0","15444.00","0","0","0","0","15444","5.57","W2","28674.36","23002471","181953","1204","MJ2","","Schedule","FOB"
"434","AGRON, INC.","147154","ADIDAS BRF, 5151821XXL","1890.00","2024-05-20","2024-05-10","0","1890.00","0","0","0","0","1890","5.98","W2","3767.4","23002472","181954","1204","MJ2","","Schedule","FOB"
"435","AGRON, INC.","147154","ADIDAS BRF, 5151821XXL","1890.00","2024-05-20","2024-05-10","0","1890.00","0","0","0","0","1890","5.98","W2","3767.4","23002472","181954","1204","MJ2","","Schedule","FOB"
"436","SHINATOMO CO .,LTD","JI20240113A","JTEKT, 0050011871","500.00","2024-04-26","2024-05-10","0","500.00","0","0","0","0","500","6.80","W2","3400","24001054","182318","1201","MJ1","","Schedule","CMT"
"437","SHINATOMO CO .,LTD","JI20240113A","JTEKT, 0050012041","870.00","2024-05-17","2024-05-10","0","870.00","0","0","0","0","870","6.80","W2","5916","24001049","182538","1201","CBA","","Schedule","CMT"
"438","SHINATOMO CO .,LTD","JI20240113A","JTEKT, 0050011901","510.00","2024-05-13","2024-05-10","0","510.00","0","0","0","0","510","6.80","W2","3468","24001051","182539","1201","CBA","","Schedule","CMT"
"439","SHINATOMO CO .,LTD","JI20240113A","JTEKT, 0050012031","225.00","2024-04-30","2024-05-10","0","225.00","0","0","0","0","225","6.80","W2","1530","24001053","182321","1201","MJ1","","Schedule","CMT"
"440","SHINATOMO CO .,LTD","JI20240113C","JTEKT, 0050012061","400.00","2024-05-08","2024-05-10","0","400.00","0","0","0","0","400","4.30","W2","1720","24001048","182304","1201","CNJ2","","Schedule","CMT"
"441","AGRON, INC.","","ADIDAS BRF, 5158042","4788.00","2024-05-06","2024-05-10","0","4788.00","0","0","0","0","4788","4.93","W2","7868.28","24001195","182388","1204","KLB","","Schedule","FOB"
"442","AGRON, INC.","","ADIDAS BRF, 5158042","4788.00","2024-05-06","2024-05-10","0","4788.00","0","0","0","0","4788","4.93","W2","7868.28","24001195","182388","1204","KLB","","Schedule","FOB"
"443","AGRON, INC.","","ADIDAS BRF, 5158042","4788.00","2024-05-03","2024-05-10","0","4788.00","0","0","0","0","4788","4.93","W2","7868.28","24001195","182388","1204","KLB","","Schedule","FOB"
"444","AGRON, INC.","","ADIDAS BRF, 5158042","4788.00","2024-05-06","2024-05-10","0","4788.00","0","0","0","0","4788","4.93","W2","7868.28","24001195","182388","1204","KLB","","Schedule","FOB"
"445","AGRON, INC.","","ADIDAS BRF, 5158042","4788.00","2024-05-06","2024-05-10","0","4788.00","0","0","0","0","4788","4.93","W2","7868.28","24001195","182388","1204","KLB","","Schedule","FOB"
"446","AGRON, INC.","","ADIDAS BRF, 5158042","4788.00","2024-05-03","2024-05-10","0","4788.00","0","0","0","0","4788","4.93","W2","7868.28","24001195","182388","1204","KLB","","Schedule","FOB"
"447","AGRON, INC.","","ADIDAS BRF, 5158041","5706.00","2024-05-15","2024-05-10","0","5706.00","0","0","0","0","5706","4.93","W2","9376.86","24001197","182390","1204","KLB","","Schedule","FOB"
"448","AGRON, INC.","","ADIDAS BRF, 5158041","5706.00","2024-05-15","2024-05-10","0","5706.00","0","0","0","0","5706","4.93","W2","9376.86","24001197","182390","1204","KLB","","Schedule","FOB"
"449","AGRON, INC.","","ADIDAS BRF, 5158041","5706.00","2024-05-14","2024-05-10","0","5706.00","0","0","0","0","5706","4.93","W2","9376.86","24001197","182390","1204","KLB","","Schedule","FOB"
"450","AGRON, INC.","","ADIDAS BRF, 5158041","5706.00","2024-05-14","2024-05-10","0","5706.00","0","0","0","0","5706","4.93","W2","9376.86","24001197","182390","1204","KLB","","Schedule","FOB"
"451","AGRON, INC.","","ADIDAS BRF, 5158041","5706.00","2024-05-14","2024-05-10","0","5706.00","0","0","0","0","5706","4.93","W2","9376.86","24001197","182390","1204","KLB","","Schedule","FOB"
"452","AGRON, INC.","","ADIDAS BRF, 5158041","5706.00","2024-05-14","2024-05-10","0","5706.00","0","0","0","0","5706","4.93","W2","9376.86","24001197","182390","1204","KLB","","Schedule","FOB"
"453","AGRON, INC.","","ADIDAS BRF, 5158041XXL","306.00","2024-05-15","2024-05-10","0","306.00","0","0","0","0","306","5.28","W2","538.56","24001198","182391","1204","KLB","","Schedule","FOB"
"454","AGRON, INC.","","ADIDAS BRF, 5158041XXL","306.00","2024-05-15","2024-05-10","0","306.00","0","0","0","0","306","5.28","W2","538.56","24001198","182391","1204","KLB","","Schedule","FOB"
"455","AGRON, INC.","","ADIDAS BRF, 5158041XXL","306.00","2024-05-14","2024-05-10","0","306.00","0","0","0","0","306","5.28","W2","538.56","24001198","182391","1204","KLB","","Schedule","FOB"
"456","AGRON, INC.","","ADIDAS BRF, 5158041XXL","306.00","2024-05-15","2024-05-10","0","306.00","0","0","0","0","306","5.28","W2","538.56","24001198","182391","1204","KLB","","Schedule","FOB"
"457","AGRON, INC.","","ADIDAS BRF, 5158041XXL","306.00","2024-05-15","2024-05-10","0","306.00","0","0","0","0","306","5.28","W2","538.56","24001198","182391","1204","KLB","","Schedule","FOB"
"458","AGRON, INC.","","ADIDAS BRF, 5158041XXL","306.00","2024-05-14","2024-05-10","0","306.00","0","0","0","0","306","5.28","W2","538.56","24001198","182391","1204","KLB","","Schedule","FOB"
"459","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158610XXL","810.00","2024-05-15","2024-05-10","0","810.00","0","0","0","0","810","5.78","W2","1560.6","24001167","182432","1204","MJ2","","Schedule","FOB"
"460","AGRON, INC.","PO-0000075","ADIDAS BRF, 5158610XXL","810.00","2024-05-16","2024-05-10","0","810.00","0","0","0","0","810","5.78","W2","1560.6","24001167","182432","1204","MJ2","","Schedule","FOB"
"461","AGRON, INC.","PO-0000076","ADIDAS BRF, 5158617","2124.00","2024-05-07","2024-05-10","0","2124.00","0","0","0","0","2124","5.52","W2","2931.12","24001187","182439","1204","MJ2","","Schedule","FOB"
"462","AGRON, INC.","PO-0000076","ADIDAS BRF, 5158617","2124.00","2024-05-03","2024-05-10","0","2124.00","0","0","0","0","2124","5.52","W2","2931.12","24001187","182439","1204","MJ2","","Schedule","FOB"
"463","AGRON, INC.","PO-0000076","ADIDAS BRF, 5158617","2124.00","2024-05-03","2024-05-10","0","2124.00","0","0","0","0","2124","5.52","W2","2931.12","24001187","182439","1204","MJ2","","Schedule","FOB"
"464","AGRON, INC.","PO-0000076","ADIDAS BRF, 5158617","2124.00","2024-05-06","2024-05-10","0","2124.00","0","0","0","0","2124","5.52","W2","2931.12","24001187","182439","1204","MJ2","","Schedule","FOB"
"465","AGRON, INC.","PO-0000077","ADIDAS CNECK, 5157982","3600.00","2024-05-07","2024-05-10","0","3600.00","0","0","0","0","3600","7.44","W2","13392","24001147","182456","1204","MJ1","","Schedule","FOB"
"466","AGRON, INC.","PO-0000077","ADIDAS TATO, 5157998","2448.00","2024-05-10","2024-05-10","0","2448.00","0","0","0","0","2448","6.41","W2","7845.84","24001149","182461","1204","MJ1","","Schedule","FOB"
"467","AGRON, INC.","PO-0000077","ADIDAS TATO, 5158006","6480.00","2024-05-21","2024-05-10","0","6480.00","0","0","0","0","6480","6.41","W2","20768.4","24001148","182459","1204","MJ1","","Schedule","FOB"
"468","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157983","4968.00","2024-05-03","2024-05-10","0","4968.00","0","0","0","0","4968","6.04","W2","10002.24","24001122","182401","1204","MJ1","","Schedule","FOB"
"469","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157983","4968.00","2024-04-29","2024-05-10","0","4968.00","0","0","0","0","4968","6.04","W2","10002.24","24001122","182401","1204","MJ1","","Schedule","FOB"
"470","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157983XXL","540.00","2024-05-03","2024-05-10","0","540.00","0","0","0","0","540","6.49","W2","1168.2","24001123","182402","1204","MJ1","","Schedule","FOB"
"471","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157983XXL","540.00","2024-04-29","2024-05-10","0","540.00","0","0","0","0","540","6.49","W2","1168.2","24001123","182402","1204","MJ1","","Schedule","FOB"
"472","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157992","2808.00","2024-05-07","2024-05-10","0","2808.00","0","0","0","0","2808","6.04","W2","5653.44","24001124","182403","1204","MJ1","","Schedule","FOB"
"473","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157992","2808.00","2024-05-02","2024-05-10","0","2808.00","0","0","0","0","2808","6.04","W2","5653.44","24001124","182403","1204","MJ1","","Schedule","FOB"
"474","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157992XXL","594.00","2024-05-13","2024-05-10","0","594.00","0","0","0","0","594","6.49","W2","1285.02","24001125","182404","1204","MJ1","","Schedule","FOB"
"475","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157992XXL","594.00","2024-05-02","2024-05-10","0","594.00","0","0","0","0","594","6.49","W2","1285.02","24001125","182404","1204","MJ1","","Schedule","FOB"
"476","SHINATOMO CO .,LTD","JI20240113B","JTEKT,0050011911","850.00","2024-05-10","2024-05-10","0","850.00","0","0","0","0","850","6.75","W2","5737.5","24001052","182322","1201","CBA","","Schedule","CMT"
"477","SHINATOMO CO .,LTD","JI20240113B","JTEKT, 0050012051","640.00","2024-04-26","2024-05-10","0","640.00","0","0","0","0","640","6.75","W2","4320","24001050","182323","1201","CBA","","Schedule","CMT"
"478","PT SEASCAPE SURVEYS INDONESIA","24085","SEASCAPE","50.00","2024-04-30","2024-05-10","0","50.00","0","0","0","0","50","102.03","W2","5101.5","24001226","182523","1204","SMPL","","Schedule","FOB"
"479","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157977","11556.00","2024-05-10","2024-05-10","0","11556.00","0","0","0","0","11556","6.04","W2","23266.08","24001120","182399","1204","MJ1","","Schedule","FOB"
"480","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157977","11556.00","2024-05-14","2024-05-10","0","11556.00","0","0","0","0","11556","6.04","W2","23266.08","24001120","182399","1204","MJ1","","Schedule","FOB"
"481","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157977XXL","756.00","2024-05-14","2024-05-10","0","756.00","0","0","0","0","756","6.49","W2","1635.48","24001121","182400","1204","MJ1","","Schedule","FOB"
"482","AGRON, INC.","PO-0000075","ADIDAS BRF, 5157977XXL","756.00","2024-05-15","2024-05-10","0","756.00","0","0","0","0","756","6.49","W2","1635.48","24001121","182400","1204","MJ1","","Schedule","FOB"
"483","SHINATOMO CO .,LTD","JI20240113A","JTEKT, 0050011871","500.00","2024-04-30","2024-05-10","0","500.00","0","0","0","0","500","6.80","W2","3400","24001054","182318","1201","MJ1","","Schedule","CMT"
"484","SHINATOMO CO .,LTD","JI20240113A","JTEKT, 0050012031","225.00","2024-05-03","2024-05-10","0","225.00","0","0","0","0","225","6.80","W2","1530","24001053","182321","1201","MJ1","","Schedule","CMT"
"485","H&M","891895-7987","HNM BOXER, SE","6540.00","2024-05-17","2024-05-13","0","6540.00","0","0","0","0","6540","7.16","W2","9365.28","24001232","182611","1204","CNJ2","","Schedule","FOB"
"486","H&M","891895-7987","HNM BOXER, DE","20000.00","2024-05-27","2024-05-13","0","20000.00","0","0","0","0","20000","7.16","W2","28640","24001233","182612","1204","CNJ2","","Schedule","FOB"
"487","H&M","891895-7987","HNM BOXER, DE","20000.00","2024-05-27","2024-05-13","0","20000.00","0","0","0","0","20000","7.16","W2","28640","24001233","182612","1204","CNJ2","","Schedule","FOB"
"488","H&M","891895-7987","HNM BOXER, DE","20070.00","2024-05-27","2024-05-13","0","20070.00","0","0","0","0","20070","7.16","W2","28740.24","24001233","182612","1204","CNJ2","","Schedule","FOB"
"489","H&M","891895-7987","HNM BOXER, NLPL","9075.00","2024-06-06","2024-05-13","0","9075.00","0","0","0","0","9075","7.16","W2","12995.4","24001234","182613","1204","CNJ2","","Schedule","FOB"
"490","H&M","891895-7987","HNM BOXER, TR","2305.00","2024-05-29","2024-05-13","0","2305.00","0","0","0","0","2305","7.16","W2","3300.76","24001235","182614","1204","CNJ2","","Schedule","FOB"
"491","H&M","891895-7987","HNM BOXER, MX","815.00","2024-06-05","2024-05-13","0","815.00","0","0","0","0","815","7.16","W2","1167.08","24001236","182615","1204","CNJ2","","Schedule","FOB"
"492","H&M","891895-7987","HNM BOXER, ME","1840.00","2024-06-07","2024-05-13","0","1840.00","0","0","0","0","1840","7.16","W2","2634.88","24001237","182616","1204","CNJ2","","Schedule","FOB"
"493","H&M","891895-7987","HNM BOXER, IX","100.00","2024-05-30","2024-05-13","0","100.00","0","0","0","0","100","7.16","W2","143.2","24001238","182617","1204","CNJ2","","Schedule","FOB"
